"PLOT";"total";"PROPFOR";"PROPNATFOR";"SHA500";"region"
1400;0;"1";"0";"0";"Plain"
1401;0;"0.707956715467855";"0";"0.603971083";"Plain"
1402;0;"0.630205017190883";"0";"0.880116898";"Plain"
1403;0;"0.237173774665818";"0.553945249597423";"1.211122859";"Plain"
1404;0;"0.871657754010695";"0";"0.383223191";"Plain"
1405;0;"1";"0";"0";"Plain"
1406;0;"0.944748567791216";"0";"0.213696626";"Plain"
1409;0;"1";"0";"0";"Plain"
1410;0;"1";"0";"0";"Plain"
1411;0;"0.896332144676516";"0";"0.333068133";"Plain"
1413;0;"0.71441303794245";"0";"0.598152883";"Plain"
1426;0;"1";"1";"0";"Banks"
1427;0;"0.769913749365804";"1";"0.545896662";"Banks"
1428;0;"0.15365014651548";"0.000829187396351575";"0.851478666";"Foot_hills"
1432;0;"0.204406520631686";"0.26417445482866";"1.105504455";"Foot_hills"
1434;0;"0.229113601630158";"0";"1.163671082";"Foot_hills"
1435;0;"0.0590042237296813";"0";"0.227599258";"Foot_hills"
1441;0;"0.283239938869078";"0.632194244604317";"0.782296209";"Foot_hills"
1442;0;"0.108025477707006";"0.459905660377358";"0.612584572";"Foot_hills"
1448;0;"0.190700636942675";"0.217100868403474";"0.742131805";"Foot_hills"
1449;0;"0.137417218543046";"0.309545875810936";"0.515182004";"Foot_hills"
1452;0;"0.169044585987261";"0.346646571213263";"0.778933896";"Foot_hills"
1456;0;"0.213194090677534";"0";"1.007360675";"Foot_hills"
1462;0;"0.139164756811816";"0";"0.682979394";"Foot_hills"
1464;0;"0.670188391038697";"0.110351377018044";"0.966786459";"Banks"
1469;0;"0.0304303539597657";"0";"0.136234953";"Plain"
1476;0;"0.0814871403106697";"1";"0.687232483";"Mont"
1479;0;"0.477281405116457";"1";"0.692114556";"Mont"
1483;0;"0.53476821192053";"1";"0.690727571";"Mont"
1484;1;"0.696794957757812";"1";"0.613555519";"Mont"
1485;0;"0.89382337927514";"1";"0.33844621";"Mont"
1486;2;"0.807270709032885";"1";"0.490156351";"Mont"
1487;1;"0.770351437699681";"1";"0.538851347";"Mont"
1489;0;"0.707298433320596";"1";"0.604552931";"Mont"
1490;0;"0.63738222561752";"1";"0.654909513";"Mont"
1491;3;"0.623806492679822";"1";"0.662169875";"Mont"
1492;0;"0.802495861454221";"1";"0.496922897";"Mont"
1493;2;"0.895963326117407";"1";"0.333862987";"Mont"
1494;3;"0.99885394116898";"1";"0.008905855";"Mont"
1495;3;"0.974398165838747";"1";"0.119104333";"Mont"
1496;0;"0.884899414311179";"0.981294964028777";"0.508594376";"Mont"
1497;4;"0.760122230710466";"0.840871021775544";"1.049434049";"Mont"
1498;0;"0.626177743824803";"0.252541683611224";"1.303959525";"Mont"
1502;1;"0.843666454487587";"1";"0.433539738";"Mont"
1503;0;"0.982040504394345";"1";"0.08998789";"Mont"
1504;4;"0.988155883851248";"1";"0.064313296";"Mont"
1505;2;"0.975162399694306";"1";"0.116311346";"Mont"
1506;2;"0.860308162485674";"1";"0.404403686";"Mont"
1507;0;"0.788870495352095";"1";"0.51544934";"Mont"
1508;2;"0.797020247039348";"1";"0.504505594";"Mont"
1509;1;"0.875875238701464";"1";"0.375063516";"Mont"
1510;1;"1";"1";"0";"Mont"
1511;0;"0.929329571409378";"1";"0.255369695";"Mont"
1512;0;"1";"0";"0";"Banks"
1513;0;"0.947656647987774";"0";"0.205358133";"Banks"
1514;0;"0.0220297975296065";"0";"0.105836933";"Plain"
