;HIEVIR;LACBIL;NATMAU;NATNAT;PODMUR;ZAMLON;CORGIR;ANGFRA;MALMON;PODLIO;RHISCA;VIPASP;CHASTR;TARMAU;TIMLEP;PSAALG;PSAEDW;EMYORB;MAULEP;CORAUS;HEMTUR;ZOOVIV;LACAGI;VIPBER
ID660;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0
ID661;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;1;0;0;0;0
ID662;0;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;0;0;0;0;0;0
ID663;0;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;0;0;0;0;0;0;0
ID664;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
ID665;0;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;0;0
ID666;0;1;1;1;1;0;1;1;1;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0
ID667;0;1;1;1;1;0;1;1;1;0;1;0;1;1;1;0;1;1;0;0;0;0;0;0
ID668;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;0;1;0;0;0;0;0;0
ID669;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0
ID670;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0
ID671;0;1;1;0;1;0;1;0;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0
ID672;0;1;1;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
ID699;1;1;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0
ID70;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ID700;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0
ID701;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0
ID702;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0
ID703;0;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0
ID704;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0
ID705;0;1;1;1;1;0;1;1;1;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0
ID706;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;0;0
ID707;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;0;1;0;0;0;1;0;0;0
ID708;0;1;1;1;1;0;0;1;1;0;1;0;1;1;1;0;1;1;0;0;0;0;0;0
ID709;0;1;1;1;1;0;1;0;1;0;1;0;1;1;1;0;1;1;0;0;0;0;0;0
ID710;0;1;0;1;1;0;1;0;1;1;1;0;1;1;1;0;1;0;0;0;0;0;0;0
ID711;0;1;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ID712;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ID713;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
ID738;1;1;1;1;1;1;1;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0
ID739;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;0;0;0;0
ID740;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0
ID741;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0
ID742;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0
ID743;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
ID744;0;1;1;0;1;1;1;0;1;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0
ID745;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0
ID746;0;1;1;1;1;0;0;1;1;0;1;0;1;1;1;1;1;0;0;0;0;0;0;0
ID747;0;1;1;0;1;0;1;1;1;1;1;0;1;1;1;0;1;1;0;0;1;0;0;0
ID748;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;0;1;1;0;0;0;0;0;0
ID749;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0
ID750;0;1;1;1;1;0;1;1;1;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0
ID751;0;1;1;0;1;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
ID752;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ID777;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0
ID778;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0
ID779;0;1;1;0;1;1;0;1;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0
ID780;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
ID781;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
ID782;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0
ID783;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0
ID784;0;1;1;1;1;0;0;0;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0
ID785;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0
ID786;0;1;1;1;1;0;0;0;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;0
ID787;0;1;1;0;1;0;1;1;1;0;1;0;1;1;1;0;1;1;0;0;0;0;0;0
ID788;0;1;1;0;1;0;1;1;1;1;1;0;1;1;1;0;1;1;0;0;0;0;0;0
ID789;0;1;1;0;1;1;1;1;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0
ID790;0;1;1;1;1;0;1;1;1;0;1;0;1;1;1;0;1;1;0;0;0;0;0;0
ID791;0;1;1;1;1;0;1;0;1;0;1;0;1;1;1;0;1;1;0;0;0;0;0;0
ID792;0;0;1;0;1;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0
ID793;0;0;0;0;0;0;1;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0
ID814;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
ID815;1;1;1;1;1;1;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0
ID816;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;1;0;0;0;1;0;1;0;0
ID817;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0
ID818;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0
ID819;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
ID820;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0
ID821;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
ID822;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0
ID823;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0
ID824;0;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0
ID825;0;1;1;1;1;0;1;1;1;0;1;0;1;1;0;0;1;1;1;0;0;0;0;0
ID826;0;1;1;1;1;1;1;0;1;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0
ID827;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;0;0;1;0;0;0;0;0;0
ID828;0;1;1;1;1;1;0;1;1;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0
ID829;0;1;1;1;1;1;0;1;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0
ID830;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;0;0;1;0;0;0;0;0;0
ID831;0;1;1;1;1;0;0;1;1;0;1;0;1;1;1;0;1;1;0;0;0;0;0;0
ID832;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;1;0;0;0;0;0;0
ID833;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0
ID835;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ID854;0;1;0;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0
ID855;1;1;1;1;1;1;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0
ID856;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0
ID857;0;1;0;0;1;1;0;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0
ID858;0;1;0;0;0;1;0;0;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0
ID859;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0
ID860;0;1;1;0;1;0;1;0;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0
ID861;0;1;0;1;1;0;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0
ID862;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0
ID863;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0
ID864;0;1;1;1;1;0;0;1;1;0;1;0;0;1;0;1;1;1;1;0;0;0;0;0
ID866;0;1;1;1;1;1;0;1;1;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0
ID867;0;1;1;1;1;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
ID868;0;1;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
ID869;0;1;1;1;1;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
ID870;0;1;1;1;1;0;1;1;1;0;1;0;1;1;1;0;0;1;0;0;0;0;0;0
ID871;0;1;1;1;1;1;1;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0
ID872;0;1;1;0;1;0;1;1;1;0;1;0;1;1;1;0;1;0;0;0;0;0;0;0
ID894;1;1;1;0;1;1;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0
ID895;0;1;0;0;1;1;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
ID896;0;1;1;1;0;0;0;1;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0
ID897;0;1;1;1;0;0;0;0;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0
ID898;0;1;1;0;1;0;1;0;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0
ID899;0;1;1;1;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
ID900;0;1;1;1;1;1;1;0;1;1;1;0;1;1;1;0;1;0;0;0;0;0;0;0
ID901;0;1;1;1;1;0;1;0;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0
ID902;0;1;1;1;1;0;1;0;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0
ID909;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
ID910;0;1;1;1;1;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
ID911;0;1;1;1;1;0;0;0;1;0;1;0;1;1;1;0;0;1;0;0;0;0;0;0
ID912;0;1;1;0;1;1;1;1;1;0;1;0;1;1;1;0;1;1;0;0;0;0;0;0
ID913;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0
ID927;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ID928;1;1;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
ID929;1;1;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
ID930;1;1;1;1;1;1;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0
ID931;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0
ID932;0;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0
ID933;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0
ID934;0;1;1;1;1;1;0;1;1;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0
ID935;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0
ID936;0;1;1;0;0;0;0;0;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0
ID937;0;1;1;0;1;0;0;0;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0
ID938;1;1;1;1;1;0;0;0;1;1;1;0;1;1;1;0;1;1;0;0;0;0;0;0
ID939;0;1;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0
ID940;0;1;1;1;1;0;0;0;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0
ID941;0;0;1;0;1;0;1;0;1;1;1;0;1;1;1;0;1;0;0;0;0;0;0;0
ID951;0;1;1;1;1;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
ID953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
ID967;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ID968;1;1;1;1;1;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
ID969;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ID970;1;1;1;1;1;0;0;0;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0
ID971;1;1;1;0;1;1;0;0;1;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0
ID972;0;1;1;1;1;1;0;0;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0
ID973;0;1;1;1;1;0;0;1;1;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0
ID974;0;1;1;1;1;0;0;0;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0
ID975;0;1;1;1;0;1;0;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0
ID976;0;1;1;1;0;0;0;0;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0
ID977;0;1;1;1;1;0;1;0;1;1;1;0;1;1;1;0;1;1;0;0;0;0;0;0
ID978;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0
ID979;0;1;1;0;1;0;0;0;1;1;1;0;0;1;1;0;1;1;1;0;0;0;0;0
